file_path,is_buggy,lines_of_code,cyclomatic_complexity_x,essential_complexity,design_complexity,halstead_length,halstead_volume,halstead_level,halstead_difficulty,halstead_intelligence,halstead_effort,halstead_bugs,halstead_time,lines_of_code_clean,lines_of_comments,lines_blank,lines_code_and_comment,unique_operators,unique_operands,total_operators,total_operands,branch_count,code_churn_30d,code_churn_90d,commit_count_30d,commit_count_90d,author_count_90d,bug_fix_count_90d,fix_density,days_since_last_change,commit_burst_30d,ownership_score,cyclomatic_complexity_y,cognitive_complexity,max_nesting_depth,num_functions,num_classes,avg_function_length,num_imports,ast_node_count,has_try_except,max_args_per_function
KC1_module_75,0,5.497168225293202,19,5,7,6.720220155135295,8.390936244181516,0.0718503354862343,98.61694456458574,739.0746290164124,11.346914951582583,2.724914697892487,6.313483579549799,301,19,27,30,25,32,6.184148890937483,5.697093486505405,21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_76,1,5.147494476813453,46,21,11,6.84587987526405,7.5647553949855295,0.5156874385219721,21.6870011409768,465.2124715635732,10.614243046712986,1.3537052533194345,4.091023350156279,143,56,42,23,24,75,4.955827057601261,3.295836866004329,21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_77,0,4.804021044733257,26,5,16,6.79346613258001,7.9620261100271215,0.4815915892060435,20.61365639979698,219.9934393272613,11.349150821482267,1.6392101942672084,6.6099512271512095,59,88,15,18,25,25,5.159055299214529,5.552959584921617,22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_78,1,5.659482215759621,44,13,3,6.2766434893416445,7.26240049794579,0.9216849842375704,57.7904262107752,812.5163402479648,10.833635502515678,4.678033932348707,6.734659444265198,59,95,25,37,29,83,5.262690188904886,6.139884552226255,7,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_79,0,5.82600010738045,5,25,12,5.598421958998375,6.788839675337051,0.4935065804363411,50.30183078852252,736.3540971470222,10.016026157375567,3.121811225586135,6.825853402193615,275,76,30,0,16,45,6.102558594613569,5.926926025970411,25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_80,0,6.154858094016418,5,27,6,7.4133673356952405,8.268231380391764,0.468320534694331,58.46339142308163,221.95403956094907,11.455520374722774,2.379562173287641,4.632478488625939,184,12,36,4,23,43,5.545177444479562,4.969813299576001,10,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_81,0,5.41610040220442,41,29,5,5.308267697401205,7.837670118327255,0.962199988534702,38.29679254264612,451.2152941572657,10.22450491460938,3.1046086985420382,6.846645803167222,198,24,16,48,25,48,5.8944028342648505,6.104793232414985,11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_82,0,4.48863636973214,6,28,10,6.498282149476434,7.9119802648720965,0.4505764636008815,82.84947362959976,462.798937816785,7.907845935781685,2.068711624928285,4.228584148612096,327,21,31,33,7,80,6.113682179832232,4.61512051684126,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_83,1,6.037870919922137,3,17,8,7.201916317531627,8.482920158072647,0.1808844303220903,14.719474592803822,826.4105499727091,10.10004631476208,2.350911366015081,6.163433146353629,11,15,22,27,22,5,6.142037405587356,4.875197323201151,9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_84,0,5.765191102784844,20,6,13,5.634789603169249,8.48105636472999,0.2169161228057883,43.4108719383051,683.8446843340765,10.511433191083482,1.451546283538352,6.7348900941859124,303,17,27,0,13,76,6.063785208687608,4.454347296253507,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_85,0,5.869296913133774,46,25,7,7.183870715062453,8.364891626734405,0.0951875383369741,69.28642299596461,643.1675435400551,10.468825036322913,2.1992665029582223,4.267052536319361,113,31,43,29,8,79,6.12029741895095,6.137727054086234,21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_86,0,4.060443010546419,34,24,16,7.294377299288821,6.927837802935616,0.0005681292589444,86.95540758800708,649.8274225632784,10.868859533703906,3.4279611621895523,2.9565273557031126,372,55,19,21,9,83,6.163314804034641,5.8916442118257715,19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_87,0,5.099866427824199,5,29,2,7.195187320178709,8.010670364686987,0.4319456610004819,37.58758902931901,270.4700793824789,11.388782723737004,0.199709625432346,3.2560836946357625,382,39,33,29,7,99,6.206575926724928,5.575949103146316,17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_88,1,5.958424693029782,42,19,17,6.436150368369428,8.390250872985195,0.7692425812982214,57.20681431028152,371.711259829534,10.28553352385481,3.975137036480774,6.238852297194569,203,42,47,2,27,79,5.786897381366708,5.823045895483019,4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_89,1,6.035481432524756,42,5,1,4.0943445622221,7.568313815591159,0.7334664427998359,7.844854555718889,45.66228543670614,10.861418831539247,1.414897704306564,6.700234977388407,129,24,38,27,24,55,4.31748811353631,4.919980925828125,18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_90,0,5.4116460518550396,40,15,14,7.482681828154651,6.390945474141162,0.0321490878028501,17.861589723071067,786.9411358121238,10.436491845440896,3.4127989671624985,4.855358088319286,97,15,49,28,7,49,4.189654742026425,3.8066624897703196,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_91,0,6.003887067106539,45,13,7,6.502790045915623,8.312556875057272,0.5699829035940329,7.844678084145334,432.9982151698139,11.316863482993359,3.2136265734003,4.833183891462347,76,99,29,14,20,41,5.993961427306569,6.052089168924417,16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_92,0,6.0473721790462776,12,25,8,7.3864708488298945,7.808583642876242,0.154283125413476,73.06020830785367,438.2383570875736,9.670633959577872,3.2631402457065266,6.344841053514841,399,59,14,2,21,83,5.10594547390058,6.180016653652572,15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_93,0,5.298317366548036,48,12,1,6.021023349349527,7.960855471555966,0.9410762847646972,29.51793690349193,245.3562649336268,9.25356036619632,3.0406445812790146,5.460842599476621,79,22,49,48,17,42,6.003887067106539,3.332204510175204,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_94,0,6.111467339502679,16,10,14,5.834810737062605,8.49974323302226,0.1673649996441792,72.65078372899194,209.4272814594289,10.826758382713344,4.7955091903476745,6.59470580435202,181,80,32,35,20,59,6.150602768446279,3.58351893845611,29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_95,1,5.0238805208462765,40,3,4,7.353081920515432,8.031494560492295,0.6266392176974815,7.573429625284181,587.8219295690292,11.115764330509265,2.541720813476954,6.857130590687446,194,83,12,31,27,14,5.786897381366708,5.652489180268651,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_96,0,4.852030263919617,29,25,13,7.53955882930103,7.6886381111566315,0.3262383621640567,86.39223224042422,232.55301520367576,11.284442278003517,3.661595577576757,6.6425303553084865,273,96,15,38,17,35,5.953243334287785,3.4657359027997265,3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_97,0,5.84354441703136,39,22,14,7.45298232946546,7.556910551594156,0.6415613259643522,83.71748961299807,64.20885156546441,10.985369377665755,3.5272466561728884,6.777846307607715,337,15,13,33,21,30,4.990432586778736,5.8971538676367405,16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_98,1,5.777652323222656,31,2,17,7.318539548567902,7.671982600368248,0.4122585964640751,9.80394556197798,767.5074159808984,11.256853050262675,1.1813378863916515,6.254955210741348,225,63,41,6,19,46,5.407171771460119,6.161207321695077,28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_99,1,4.3694478524670215,32,13,14,6.2324480165505225,6.523790631880734,0.7596430523063947,3.3518941392614656,376.4694344063659,10.579812398991974,1.4165291959341282,6.725416887107513,304,98,4,22,14,52,6.180016653652572,4.997212273764115,4,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_100,0,6.037870919922137,31,14,6,7.511524648390866,8.292868376746634,0.2306791253278578,6.572592485217126,380.23558389930446,8.126955631347888,2.1200854907848394,5.214409445145455,228,80,36,44,27,73,6.018593214496234,5.043425116919247,14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_101,0,4.68213122712422,39,14,15,7.202661196523238,8.344222801089503,0.90579185291426,85.50938714152666,431.31828151579134,9.367286072893025,1.3884896523160462,4.239135726624431,177,22,27,14,15,46,4.709530201312334,6.073044534100405,12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_102,0,6.003887067106539,37,27,16,5.8888779583328805,7.3095777336162895,0.5002096493133521,24.23564541613768,815.0448234080939,8.286367171056279,1.8337154946497989,6.4876126462644415,67,89,3,48,24,19,6.150602768446279,5.220355825078324,9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_103,1,2.6390573296152584,7,5,7,5.6240175061873385,7.371239849142127,0.7560931477128529,55.27905846796068,320.8368959398171,10.403124941244434,1.9548030696415293,3.969395356256335,87,42,30,3,20,56,5.541263545158426,4.852030263919617,19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_104,1,5.993961427306569,41,9,3,7.4645098346365275,8.385999146445917,0.8497301914012271,43.198176114825614,758.036211257836,10.811757906851962,3.01932280469172,6.795125538792519,175,48,37,16,22,10,6.049733455231958,3.9512437185814275,8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_105,1,5.981414211254481,27,6,17,6.336825731146441,5.386578863044559,0.9988286109548048,79.7570270966316,939.5448407795432,10.482825197484281,1.0994502136753082,6.54038642577359,23,55,36,17,24,85,5.583496308781699,6.045005314036012,14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_106,0,5.973809611869261,16,8,3,7.337587743538596,7.8827832902054205,0.2239456655939582,49.40093184559639,660.8681959247994,10.934978209982042,4.021459329383436,6.859825506249174,129,77,26,30,23,78,5.723585101952381,6.139884552226255,25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_107,0,5.817111159963204,26,27,12,5.68697535633982,7.771914892724786,0.2868924135634548,50.5654232254657,431.6810811770246,10.781325438207835,2.187681783857523,5.752212752846619,187,12,16,8,19,26,4.499809670330265,3.8918202981106265,11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_108,0,5.488937726156687,48,28,5,6.3561076606958915,8.155540499286833,0.2504330867318882,98.92010201049034,747.7897231466646,11.124722788624107,3.5312205584162344,6.188589140487911,191,53,8,11,20,30,5.170483995038151,6.0014148779611505,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_109,1,5.87493073085203,43,2,3,6.366470447731438,6.804192402970797,0.2628713321597826,15.862826118176454,457.8973697513855,11.108417700562077,0.4072124062040894,6.6102792217152695,326,81,0,33,17,7,5.8998973535824915,4.48863636973214,26,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_110,0,4.983606621708336,41,19,15,6.3578422665081,8.124393723349447,0.5824447415393774,83.23968993584721,414.4272711081408,10.36959636607964,2.3498269706218347,5.496262017519221,387,54,17,14,13,39,6.0473721790462776,4.3694478524670215,8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_111,0,5.973809611869261,23,7,3,7.212294468500341,7.574043278913028,0.993522523145843,6.123224814784594,525.2831635726832,10.454144013596798,0.1410976608866415,6.296830865168392,293,27,31,43,23,8,3.9889840465642745,5.2832037287379885,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_112,0,5.645446897643238,39,6,13,7.5126175446745105,8.049651301771615,0.9902780870927544,48.2872281877241,317.7223348092938,10.977760483987096,3.379549959077824,6.492947576944603,36,5,1,43,26,93,3.871201010907891,5.4116460518550396,22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_113,0,5.459585514144159,19,9,14,7.508238774678663,5.695298414503782,0.5267732313623077,88.74714756936933,104.2502162800012,10.996829369005528,1.7185503849853478,6.887357302036501,166,54,49,15,22,17,5.857933154483459,6.061456918928017,15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_114,0,5.552959584921617,34,6,2,7.305860032684009,7.767883307994507,0.6390272102646738,66.856182594808,414.8520055261652,10.358996685143468,4.746264070529144,6.6143277921910375,293,70,29,27,24,67,5.438079308923196,5.8664680569332965,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_115,0,5.666426688112432,32,15,4,6.042632833682381,7.886092447020619,0.859970543701606,68.83624731724716,123.85688112930194,10.407281213572752,1.620621073007097,4.780222471190936,239,54,14,16,25,59,6.054439346269371,4.394449154672439,28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_116,0,3.367295829986474,13,29,16,7.561121589530238,7.048559611783429,0.9329334584535052,27.068410943392067,410.4414735554467,11.148162138326082,2.819029490088634,6.1661181370923295,185,97,48,17,14,27,3.784189633918261,5.6937321388027,20,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_117,0,4.3694478524670215,14,18,10,6.9975959829819265,6.665882303766972,0.2038606273295439,42.43890434478397,556.9337212134503,11.078711148433175,1.2869378784730734,6.37973395800526,177,60,9,33,6,81,5.204006687076795,6.0844994130751715,12,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_118,0,4.875197323201151,3,21,3,7.004881989712859,6.9319834761974315,0.5285417289424529,37.291525286406,930.7111812056468,9.51727899526252,3.100563144736701,4.994662694349338,165,50,47,14,13,15,3.332204510175204,5.814130531825066,25,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_119,0,4.204692619390966,7,15,19,7.25063551189868,7.488456502721452,0.8328370546615123,52.62287780564143,36.22233104530359,10.695599222759693,2.335211750666173,6.070659334585876,233,5,14,7,23,89,5.8805329864007,4.812184355372417,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_120,0,5.420534999272286,22,1,6,7.341483852363161,6.355012845622507,0.3032020766345916,46.760565084223146,621.4584065019442,11.399558956295635,1.8531413075281644,5.652509588256276,75,55,18,12,25,75,6.066108090103747,4.30406509320417,22,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_121,1,5.823045895483019,24,3,1,7.553286605600419,8.464397083965343,0.4398090424804667,33.36293683582195,457.7351866500773,8.223610288011884,1.0184467454008994,4.786053561278179,209,16,21,46,17,65,4.465908118654584,5.44673737166631,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_122,0,5.802118375377063,9,8,18,7.068172000388042,7.642749960688786,0.985621101512008,31.24258062474584,20.26112820413917,11.356644430508767,0.5576067198572765,6.240357583474264,86,72,49,12,24,88,5.1298987149230735,5.488937726156687,18,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_123,0,5.484796933490655,21,8,1,7.113142108707088,8.310156980650637,0.985046696720871,25.834436273857094,249.5481759387204,9.705188912623258,0.5993956697833663,5.115794275521496,273,16,12,18,6,43,6.052089168924417,5.209486152841421,8,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_124,1,6.061456918928017,30,25,11,7.311218384419629,8.492007457424327,0.9061068107651816,37.13967744159108,118.48525235480156,10.835162111859454,4.995200087527766,6.382724925012434,346,90,48,31,21,31,3.4339872044851463,4.1588830833596715,2,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_125,0,5.659482215759621,12,25,19,6.26530121273771,6.207790656410991,0.7984483448280576,15.844206315472004,216.7941457314448,10.657076026330236,2.0615536342861733,5.139889658003669,205,30,17,5,21,19,6.1675164908883415,4.219507705176107,10,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_126,0,3.8918202981106265,17,25,11,6.4457198193855785,8.09991267331868,0.2691305007228057,87.3383258983538,274.57024346091816,7.014743190083932,0.0096485393666972,6.585612772644028,158,43,14,13,17,92,6.09807428216624,5.598421958998375,3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_127,0,5.953243334287785,19,19,12,7.138073034044347,8.382725251804338,0.3208500740671874,60.6098197915093,401.30633538219627,11.42463130937459,4.764643953130071,5.279346670552347,376,14,31,8,22,43,4.442651256490317,6.159095388491933,3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_128,0,5.676753802268282,25,17,8,4.990432586778736,8.073636335282107,0.5472828412048747,14.24485613379169,529.0393934888903,10.726522657201926,0.0998996211490632,6.7993736496594686,265,21,34,46,17,83,4.3694478524670215,5.713732805509369,21,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_129,0,5.7745515455444085,18,19,3,6.484635235635252,7.697678834253198,0.5607773745620122,69.69207408669114,0.9899939263861012,11.466173431309082,2.0929306277726685,3.303560904915724,174,92,17,46,18,36,5.857933154483459,5.41610040220442,15,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_130,0,5.662960480135946,37,12,11,7.273786317844895,7.7022282150831005,0.505502819357067,84.91898033179935,161.8693606287408,10.266278803450435,3.58738792985328,6.259576467963983,16,28,6,37,20,95,2.70805020110221,6.1463292576688975,11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_131,0,5.641907070938114,17,20,18,7.577121930876679,5.623672831039383,0.6366702799163061,24.51603153317363,93.5663856088007,11.369539385625899,4.5729962218588085,5.771767443360117,11,51,19,12,24,87,5.552959584921617,5.855071922202427,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_132,1,4.007333185232471,22,24,2,6.955592608396297,7.908587022153427,0.4083230226329888,15.909458839389128,549.6733992627437,11.432232829262652,3.564431457160505,5.420873551579069,92,98,27,30,11,34,3.7612001156935624,5.8916442118257715,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_133,0,5.652489180268651,19,23,17,6.699500340161678,8.511046475857848,0.7491741573155329,1.8531084562414533,329.07487040126983,10.928248012571391,2.318128774500059,6.158255245321949,98,62,2,33,12,51,5.602118820879701,5.676753802268282,19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_134,0,5.991464547107982,9,18,8,6.79346613258001,8.476093424417128,0.3335499264783553,5.677783546792026,548.397736034718,9.920763019052961,4.872210194920517,6.7369901324952,289,4,3,43,15,80,5.204006687076795,5.950642552587727,17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_135,0,5.0689042022202315,34,2,11,7.228388451573604,5.700297145702781,0.3306769969463525,76.46288348204764,221.82330217467785,11.135423981669202,0.1965969151663521,6.820318945012878,202,35,45,7,10,26,5.877735781779639,5.545177444479562,5,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_136,1,5.723585101952381,12,22,4,7.002155954403621,8.177348764326258,0.127225961891828,98.73144687212768,24.229354087584863,10.914068104666507,4.93446101269004,5.717845190026084,399,38,1,36,13,7,6.091309882077698,5.752572638825633,3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_137,0,3.258096538021482,15,11,12,4.189654742026425,7.364957219416498,0.1887122100289192,5.443151925151383,941.3669012702468,11.455926594365046,4.2469577585421945,5.044995638456491,218,27,20,9,13,32,5.521460917862246,5.746203190540153,3,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_138,0,5.198497031265826,39,22,4,6.992096427415888,8.417515796567296,0.8505208789213576,75.05902494890937,108.30812118899402,10.69158755302924,4.644650085631795,6.580833913829755,361,24,38,28,12,61,5.783825182329737,5.937536205082426,0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_139,1,5.4116460518550396,47,16,6,6.70073110954781,5.774744862185073,0.4462823385804415,8.114354418255045,126.85874796171682,10.200829569594639,1.2738621204876832,6.368185000166265,223,50,16,43,15,17,5.720311776607412,6.111467339502679,29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_140,0,6.198478716492308,33,26,14,7.249925536717988,8.452501719884602,0.2278677865528338,59.621149665463015,146.5468265101405,9.540785298607815,0.7122903614213488,5.308347638154174,146,37,24,3,17,36,6.20050917404269,5.043425116919247,11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_141,0,4.7535901911063645,45,10,1,7.469083884921234,8.343941850262334,0.7593411000223874,75.85145296039555,981.2765239932728,11.154742148463626,3.3165763968635003,6.635021965770179,287,29,4,7,22,92,4.820281565605037,5.8664680569332965,19,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_142,0,4.983606621708336,42,28,9,7.563200592358071,6.517333657636765,0.5539811258168594,36.56123532950603,617.6602401699961,11.486730872067588,2.5792971899306,6.253695024245849,182,41,39,40,12,12,4.852030263919617,3.258096538021482,29,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_143,1,5.351858133476067,24,25,12,7.113956109566034,5.976704280496515,0.0211560114232934,2.08253738995571,610.2899517038505,7.983625134584621,2.6158398037218973,6.4837114495455666,113,34,31,0,26,9,5.278114659230517,5.602118820879701,28,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_144,0,6.208590026096629,38,10,3,6.6039438246004725,8.340710766908018,0.3163614573367151,59.92374586041717,986.6982015185296,11.21278599963336,4.623095892416088,5.887045349280893,191,22,42,34,16,45,5.916202062607435,6.111467339502679,9,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_145,0,6.061456918928017,17,14,6,6.802394763324311,6.761818789204572,0.177001411121341,99.13321818586276,88.43876927465477,11.437138241413484,3.100404533266312,6.0869964325664645,267,45,43,25,23,6,6.073044534100405,5.7899601708972535,14,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_146,0,3.295836866004329,23,16,7,5.91350300563827,7.909122532065783,0.6558728609828406,26.50412486101108,974.5008925422892,8.932169625687488,1.5553191755229494,5.200385293646176,153,94,17,17,7,7,4.990432586778736,4.955827057601261,13,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_147,0,4.8283137373023015,27,23,13,7.535830462798367,8.431232128894443,0.2750310406302528,19.759636441534365,204.0131465540409,9.31532969429953,2.00033278208938,6.630044484550719,283,50,2,43,9,22,4.1588830833596715,5.730099782973574,1,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_148,0,6.023447592961033,48,20,19,7.437206366871292,7.9660647981675625,0.0649467792099436,13.26866338259798,623.0715035620354,11.145153665691346,0.6674791754592563,5.062666702305447,392,59,17,42,16,14,5.733341276897746,5.225746673713202,23,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_149,0,3.6635616461296463,42,25,16,7.444833273892193,7.624347063067074,0.0549349891976692,55.970306370105554,420.08356530279167,11.07956293610493,0.9615702013784466,6.658399410435992,167,98,7,16,14,82,5.713732805509369,5.407171771460119,17,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_150,0,6.063785208687608,24,11,4,6.507277712385012,7.732622880940895,0.5817272979587149,60.04806483666706,383.95181347717823,8.85035406438985,0.7167503510476925,6.6833707766123025,121,61,26,0,17,16,5.267858159063328,4.804021044733257,11,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
KC1_module_151,0,4.997212273764115,32,15,1,6.489204931325317,6.01682556175321,0.0217234557040896,79.43481287986984,931.2433284794624,11.332120752464897,4.051456706056772,6.616869365113912,163,22,7,6,8,54,4.61512051684126,5.75890177387728,16,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0,0,0,0,0,0.0,0.0,0.0,0,0
